2024-07-08 00:40, success, 0.629928
2024-07-08 12:16, success, 0.560236
2024-07-09 00:39, success, 0.445499
2024-07-09 12:16, success, 0.662622
2024-07-10 00:39, success, 0.497337
2024-07-10 12:15, success, 0.673603
2024-07-11 00:39, success, 0.604598
2024-07-11 12:15, success, 0.421375
2024-07-12 00:38, success, 0.409105
2024-07-12 12:16, success, 0.554030
2024-07-13 00:39, success, 0.470599
2024-07-13 12:13, success, 0.476476
2024-07-14 00:43, success, 0.720790
2024-07-14 12:24, success, 0.415049
2024-07-15 00:40, success, 0.442862
2024-07-15 12:16, success, 0.420342
2024-07-16 00:39, success, 0.551525
2024-07-16 12:15, success, 0.403268
2024-07-17 00:40, success, 0.541133
2024-07-17 12:15, success, 0.363737
2024-07-18 00:39, success, 0.483058
2024-07-18 12:16, success, 0.407232
2024-07-19 00:39, success, 0.478978
2024-07-19 12:14, success, 0.576492
2024-07-20 00:38, success, 0.551364
2024-07-20 12:13, success, 0.259465
2024-07-21 00:43, success, 0.287422
2024-07-21 12:14, success, 0.466760
2024-07-22 00:41, success, 0.320893
2024-07-22 12:15, success, 0.345187
2024-07-23 00:40, success, 0.327802
2024-07-23 12:15, success, 0.337887
2024-07-24 00:40, success, 0.481476
2024-07-24 12:15, success, 0.439524
2024-07-25 00:39, success, 0.383447
2024-07-25 12:15, success, 0.408009
2024-07-26 00:39, success, 0.317874
2024-07-26 12:15, success, 0.447059
2024-07-27 00:39, success, 0.287274
2024-07-27 12:15, success, 0.362911
2024-07-28 00:43, success, 0.383141
2024-07-28 12:13, success, 0.537893
2024-07-29 00:41, success, 0.276924
2024-07-29 12:16, success, 0.213637
2024-07-30 00:39, success, 0.342391
2024-07-30 12:15, success, 0.263169
2024-07-31 00:32, success, 0.291633
2024-07-31 12:16, success, 0.300556
2024-08-01 00:44, success, 0.479984
2024-08-01 12:15, success, 0.285971
2024-08-02 00:39, success, 0.512726
2024-08-02 12:15, success, 0.328355
2024-08-03 00:39, success, 0.341913
2024-08-03 12:13, success, 0.328572
2024-08-04 00:43, failed, 0.112929
2024-08-04 12:14, failed, 0.130424
2024-08-05 00:42, failed, 0.090535
2024-08-05 12:16, failed, 0.144880
2024-08-06 00:40, failed, 0.113357
2024-08-06 12:16, failed, 0.074547
2024-08-07 00:40, failed, 0.083719
2024-08-07 12:16, failed, 0.088331
2024-08-08 00:40, failed, 0.082556
2024-08-08 12:15, failed, 0.076737
2024-08-09 00:40, failed, 0.116707
2024-08-09 12:16, failed, 0.138461
2024-08-10 00:40, failed, 0.056111
2024-08-10 12:14, failed, 0.030140
2024-08-11 00:44, failed, 0.090351
2024-08-11 12:14, failed, 0.092907
2024-08-12 00:42, failed, 0.080559
2024-08-12 12:17, failed, 0.026126
2024-08-13 00:41, failed, 0.118817
2024-08-13 12:16, failed, 1.076647
2024-08-14 00:40, failed, 0.089344
2024-08-14 12:16, failed, 0.108146
2024-08-15 00:39, failed, 0.107121
2024-08-15 12:16, failed, 0.027855
2024-08-16 00:40, failed, 0.118926
2024-08-16 12:16, failed, 0.006621
2024-08-17 00:39, failed, 0.094812
2024-08-17 12:13, failed, 0.090140
2024-08-18 00:43, failed, 0.074413
2024-08-18 12:16, failed, 0.066055
2024-08-19 00:41, failed, 0.016290
2024-08-19 12:16, failed, 0.030119
2024-08-20 00:40, failed, 0.109835
2024-08-20 12:17, failed, 0.026114
2024-08-21 00:40, failed, 0.122891
2024-08-21 12:15, failed, 0.021911
2024-08-22 00:41, failed, 0.034350
2024-08-22 12:16, failed, 0.110903
2024-08-23 00:40, failed, 0.068419
2024-08-23 12:16, failed, 0.115072
2024-08-24 00:39, failed, 0.066856
2024-08-24 12:14, failed, 0.133431
2024-08-25 00:44, failed, 0.131555
2024-08-25 12:14, failed, 0.098770
2024-08-26 00:41, failed, 0.501839
2024-08-26 12:16, failed, 0.121349
2024-08-27 00:41, failed, 0.110618
2024-08-27 12:16, failed, 0.018818
2024-08-28 00:41, failed, 0.100263
2024-08-28 12:17, failed, 0.084284
2024-08-29 00:42, failed, 0.050725
2024-08-29 12:16, failed, 0.011889
2024-08-30 00:42, failed, 0.068826
2024-08-30 12:16, failed, 0.076456
2024-08-31 00:42, failed, 0.090599
2024-08-31 12:15, failed, 0.004348
2024-09-01 00:51, failed, 0.112497
2024-09-01 12:15, failed, 0.113308
2024-09-02 00:44, failed, 0.100133
2024-09-02 12:17, failed, 0.090256
2024-09-03 00:42, failed, 0.072465
2024-09-03 12:17, failed, 0.130700
2024-09-04 00:42, success, 0.474421
2024-09-04 12:17, success, 0.342007
2024-09-05 00:42, success, 0.283926
2024-09-05 12:16, success, 0.383107
2024-09-06 00:42, success, 0.312455
2024-09-06 12:16, success, 0.363877
2024-09-07 00:44, success, 0.370078
2024-09-07 12:14, success, 0.347568
2024-09-08 00:47, success, 0.348773
2024-09-08 12:15, success, 0.372992
2024-09-09 00:44, success, 0.572021
2024-09-09 12:17, success, 0.524043
2024-09-10 00:43, success, 0.448902
2024-09-10 12:18, success, 0.403144
2024-09-11 00:42, success, 0.315590
2024-09-11 12:16, success, 0.502768
2024-09-12 00:43, success, 0.399049
2024-09-12 12:16, success, 0.453145
2024-09-13 00:43, success, 0.412277
2024-09-13 12:16, success, 0.399766
2024-09-14 00:42, success, 0.514833
2024-09-14 12:15, success, 0.664624
2024-09-15 00:49, success, 0.423643
2024-09-15 12:15, success, 0.569986
2024-09-16 00:46, success, 0.397656
2024-09-16 12:18, success, 0.553171
2024-09-17 00:36, success, 0.388095
2024-09-17 12:17, success, 1.093493
2024-09-18 00:42, success, 0.962353
2024-09-18 12:17, success, 1.187442
2024-09-19 00:43, success, 1.124110
2024-09-19 12:17, success, 1.128691
2024-09-20 00:43, success, 0.922709
2024-09-20 12:17, success, 1.278779
2024-09-21 00:43, success, 1.139294
2024-09-21 12:14, success, 1.070422
2024-09-22 00:49, success, 0.441027
2024-09-22 12:15, success, 1.138758
2024-09-23 00:45, success, 0.356096
2024-09-23 12:18, success, 1.183779
2024-09-24 00:45, success, 1.020328
2024-09-24 12:17, success, 0.495572
2024-09-25 00:46, success, 0.628964
2024-09-25 12:17, success, 0.636522
2024-09-26 00:44, success, 0.963943
2024-09-26 12:17, success, 0.947124
2024-09-27 00:45, success, 0.410122
2024-09-27 12:17, success, 0.462425
2024-09-28 00:44, success, 0.629161
2024-09-28 12:15, success, 1.040754
2024-09-29 00:50, success, 0.979332
2024-09-29 12:16, success, 1.172698
2024-09-30 00:47, success, 1.046219
2024-09-30 12:18, success, 0.996401
2024-10-01 00:51, success, 0.384784
2024-10-01 12:18, success, 1.242413
2024-10-02 00:45, success, 1.103673
2024-10-02 12:18, success, 1.014570
2024-10-03 00:45, success, 1.080169
2024-10-03 12:17, success, 0.942503
2024-10-04 00:45, success, 0.535407
2024-10-04 12:17, success, 0.464177
2024-10-05 00:44, success, 1.009828
2024-10-05 12:16, success, 0.939199
2024-10-06 00:50, success, 0.600930
2024-10-06 12:15, success, 0.439876
2024-10-07 00:47, success, 0.470828
2024-10-07 12:18, success, 0.702384
2024-10-08 00:45, success, 0.497409
2024-10-08 12:17, success, 0.576170
2024-10-09 00:44, success, 0.756944
2024-10-09 12:17, success, 0.765556
2024-10-10 00:44, success, 0.449174
2024-10-10 12:17, success, 0.573060
2024-10-11 00:45, success, 0.710317
2024-10-11 12:17, success, 0.379033
2024-10-12 00:43, success, 0.377090
2024-10-12 12:15, success, 0.752069
2024-10-13 00:50, success, 0.392461
2024-10-13 12:15, success, 0.727923
2024-10-14 00:47, success, 0.746272
2024-10-14 12:18, success, 0.490358
2024-10-15 00:46, success, 0.489944
2024-10-15 12:18, success, 0.716361
2024-10-16 00:45, success, 0.482289
